frame,v00,v01,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
33,0.59,0.59,0.61,0.6,0.62,0.66,0.66,0.66,0.66,0.66,0.57,0.56,0.59,0.57,0.62,0.64,0.66,0.66,0.65,0.66,0.49,0.48,0.51,0.49,0.55,0.58,0.61,0.62,0.62,0.64,0.56,0.52,0.55,0.53,0.57,0.63,0.65,0.69,0.63,0.67,0.58,0.57,0.59,0.57,0.62,0.67,0.69,0.7,0.69,0.7,0.58,0.56,0.59,0.57,0.64,0.68,0.69,0.72,0.69,0.7,0.5,0.49,0.52,0.5,0.58,0.63,0.65,0.89,0.66,0.67,0.55,0.51,0.53,0.52,0.58,0.64,0.67,0.89,0.67,0.68,0.43,0.38,0.44,0.4,0.5,0.55,0.59,0.88,0.59,0.6,0.4,0.39,0.44,0.4,0.49,0.53,0.57,0.58,0.58,0.6
34,0.59,0.58,0.61,0.6,0.62,0.66,0.65,0.67,0.65,0.66,0.56,0.56,0.58,0.57,0.61,0.64,0.65,0.67,0.64,0.66,0.49,0.48,0.5,0.49,0.54,0.57,0.6,0.63,0.61,0.64,0.56,0.52,0.55,0.53,0.57,0.63,0.65,0.69,0.63,0.67,0.58,0.57,0.59,0.57,0.62,0.67,0.69,0.71,0.69,0.7,0.58,0.56,0.59,0.57,0.64,0.68,0.69,0.72,0.69,0.7,0.5,0.5,0.52,0.51,0.58,0.63,0.65,0.87,0.66,0.67,0.56,0.52,0.54,0.53,0.58,0.64,0.67,0.87,0.67,0.68,0.44,0.39,0.45,0.41,0.5,0.55,0.59,0.84,0.59,0.6,0.41,0.4,0.44,0.41,0.49,0.53,0.57,0.58,0.58,0.6
35,0.58,0.58,0.6,0.6,0.61,0.65,0.65,0.67,0.65,0.66,0.56,0.55,0.58,0.57,0.61,0.63,0.64,0.67,0.64,0.66,0.48,0.47,0.5,0.49,0.53,0.57,0.59,0.64,0.61,0.63,0.56,0.52,0.55,0.53,0.57,0.63,0.64,0.7,0.63,0.67,0.58,0.58,0.59,0.58,0.62,0.67,0.69,0.71,0.69,0.7,0.58,0.57,0.59,0.58,0.64,0.68,0.69,0.73,0.69,0.7,0.51,0.5,0.53,0.51,0.58,0.63,0.65,0.85,0.66,0.67,0.56,0.53,0.54,0.54,0.59,0.64,0.67,0.86,0.67,0.68,0.45,0.41,0.45,0.42,0.5,0.55,0.59,0.8,0.59,0.6,0.42,0.41,0.45,0.42,0.49,0.53,0.57,0.58,0.58,0.6
36,0.58,0.57,0.6,0.59,0.61,0.65,0.64,0.68,0.64,0.65,0.55,0.55,0.57,0.56,0.6,0.63,0.63,0.68,0.63,0.65,0.48,0.47,0.49,0.49,0.52,0.56,0.58,0.65,0.6,0.63,0.56,0.52,0.54,0.53,0.57,0.62,0.64,0.7,0.63,0.67,0.59,0.58,0.59,0.58,0.62,0.67,0.68,0.72,0.69,0.7,0.59,0.57,0.59,0.58,0.64,0.68,0.69,0.73,0.69,0.7,0.51,0.51,0.53,0.52,0.58,0.63,0.65,0.84,0.66,0.67,0.57,0.54,0.55,0.55,0.59,0.65,0.67,0.84,0.68,0.68,0.46,0.42,0.46,0.43,0.5,0.55,0.58,0.77,0.58,0.6,0.43,0.43,0.45,0.43,0.49,0.52,0.56,0.57,0.57,0.6
37,0.58,0.57,0.59,0.59,0.61,0.64,0.64,0.69,0.64,0.65,0.55,0.54,0.56,0.56,0.59,0.62,0.63,0.69,0.63,0.65,0.47,0.47,0.49,0.49,0.52,0.56,0.58,0.66,0.59,0.62,0.56,0.52,0.54,0.53,0.57,0.62,0.64,0.71,0.63,0.67,0.59,0.58,0.59,0.58,0.62,0.67,0.68,0.73,0.69,0.7,0.59,0.57,0.59,0.59,0.64,0.68,0.69,0.74,0.69,0.7,0.52,0.51,0.53,0.53,0.58,0.63,0.65,0.82,0.66,0.67,0.58,0.55,0.56,0.55,0.59,0.65,0.67,0.83,0.68,0.68,0.47,0.44,0.46,0.44,0.5,0.55,0.58,0.73,0.58,0.6,0.44,0.44,0.46,0.44,0.49,0.52,0.56,0.57,0.57,0.6
38,0.57,0.56,0.59,0.59,0.6,0.64,0.63,0.7,0.63,0.65,0.54,0.54,0.55,0.56,0.58,0.62,0.62,0.7,0.62,0.65,0.47,0.46,0.48,0.49,0.51,0.55,0.57,0.67,0.58,0.62,0.55,0.53,0.54,0.53,0.56,0.62,0.63,0.71,0.62,0.66,0.59,0.59,0.59,0.59,0.63,0.67,0.68,0.74,0.68,0.7,0.59,0.58,0.6,0.59,0.64,0.67,0.68,0.74,0.68,0.7,0.52,0.52,0.54,0.54,0.59,0.64,0.64,0.8,0.65,0.67,0.59,0.56,0.57,0.56,0.6,0.65,0.67,0.81,0.68,0.69,0.48,0.45,0.47,0.45,0.5,0.54,0.58,0.69,0.58,0.6,0.45,0.45,0.46,0.45,0.5,0.52,0.56,0.57,0.57,0.59
39,0.57,0.55,0.58,0.59,0.6,0.63,0.62,0.7,0.62,0.65,0.53,0.53,0.55,0.56,0.58,0.61,0.61,0.7,0.61,0.65,0.46,0.46,0.47,0.49,0.5,0.54,0.56,0.68,0.58,0.61,0.55,0.53,0.54,0.53,0.56,0.62,0.63,0.72,0.62,0.66,0.59,0.59,0.59,0.59,0.63,0.67,0.68,0.74,0.68,0.7,0.59,0.58,0.6,0.6,0.64,0.67,0.68,0.75,0.68,0.7,0.53,0.53,0.54,0.54,0.59,0.64,0.64,0.78,0.65,0.67,0.59,0.57,0.57,0.57,0.6,0.65,0.67,0.8,0.68,0.69,0.49,0.47,0.48,0.46,0.5,0.54,0.58,0.65,0.58,0.6,0.47,0.46,0.47,0.46,0.5,0.52,0.56,0.57,0.57,0.59
40,0.56,0.55,0.58,0.58,0.59,0.63,0.62,0.71,0.62,0.64,0.53,0.53,0.54,0.55,0.57,0.61,0.6,0.71,0.61,0.64,0.46,0.45,0.47,0.49,0.49,0.54,0.55,0.69,0.57,0.61,0.55,0.53,0.53,0.53,0.56,0.61,0.62,0.72,0.62,0.66,0.6,0.6,0.59,0.6,0.63,0.67,0.67,0.75,0.68,0.7,0.6,0.59,0.6,0.6,0.64,0.67,0.68,0.75,0.68,0.7,0.53,0.53,0.55,0.55,0.59,0.64,0.64,0.76,0.65,0.67,0.6,0.58,0.58,0.58,0.61,0.66,0.67,0.78,0.69,0.69,0.5,0.48,0.48,0.47,0.5,0.54,0.57,0.62,0.57,0.6,0.48,0.47,0.47,0.47,0.5,0.51,0.55,0.56,0.56,0.59
41,0.56,0.54,0.57,0.58,0.59,0.62,0.61,0.72,0.61,0.64,0.52,0.52,0.53,0.55,0.56,0.6,0.59,0.72,0.6,0.64,0.45,0.45,0.46,0.49,0.48,0.53,0.54,0.7,0.56,0.6,0.55,0.53,0.53,0.53,0.56,0.61,0.62,0.73,0.62,0.66,0.6,0.6,0.59,0.6,0.63,0.67,0.67,0.76,0.68,0.7,0.6,0.59,0.6,0.61,0.64,0.67,0.68,0.76,0.68,0.7,0.54,0.54,0.55,0.56,0.59,0.64,0.64,0.74,0.65,0.67,0.61,0.59,0.59,0.59,0.61,0.66,0.67,0.76,0.69,0.69,0.51,0.5,0.49,0.48,0.5,0.54,0.57,0.58,0.57,0.6,0.49,0.49,0.48,0.48,0.5,0.51,0.55,0.56,0.56,0.59
42,0.56,0.54,0.57,0.58,0.59,0.62,0.6,0.7,0.6,0.64,0.51,0.52,0.53,0.55,0.56,0.6,0.58,0.7,0.59,0.64,0.45,0.45,0.46,0.48,0.48,0.53,0.53,0.68,0.55,0.6,0.55,0.53,0.53,0.53,0.56,0.61,0.61,0.71,0.61,0.66,0.6,0.6,0.59,0.6,0.63,0.67,0.67,0.75,0.68,0.7,0.6,0.59,0.6,0.61,0.64,0.67,0.68,0.75,0.68,0.7,0.54,0.54,0.55,0.56,0.59,0.64,0.64,0.73,0.65,0.67,0.61,0.59,0.59,0.59,0.61,0.66,0.67,0.75,0.69,0.69,0.51,0.5,0.49,0.49,0.5,0.54,0.57,0.57,0.57,0.6,0.49,0.49,0.48,0.48,0.5,0.51,0.55,0.55,0.56,0.59
43,0.55,0.54,0.56,0.57,0.58,0.61,0.59,0.68,0.6,0.63,0.51,0.51,0.52,0.54,0.55,0.59,0.57,0.68,0.59,0.63,0.45,0.45,0.45,0.48,0.48,0.52,0.51,0.64,0.54,0.59,0.54,0.53,0.53,0.53,0.56,0.6,0.6,0.69,0.61,0.65,0.6,0.6,0.59,0.6,0.63,0.67,0.66,0.73,0.67,0.69,0.6,0.59,0.6,0.61,0.64,0.67,0.67,0.74,0.67,0.7,0.55,0.55,0.56,0.56,0.59,0.64,0.64,0.72,0.64,0.67,0.61,0.59,0.59,0.59,0.61,0.66,0.66,0.73,0.68,0.69,0.52,0.51,0.5,0.49,0.51,0.55,0.57,0.57,0.57,0.6,0.49,0.49,0.48,0.48,0.5,0.5,0.54,0.55,0.55,0.59
44,0.55,0.53,0.56,0.57,0.58,0.61,0.58,0.66,0.59,0.63,0.5,0.51,0.52,0.54,0.55,0.59,0.56,0.65,0.58,0.63,0.44,0.44,0.45,0.47,0.47,0.52,0.5,0.61,0.53,0.59,0.54,0.52,0.52,0.52,0.55,0.6,0.59,0.66,0.6,0.65,0.6,0.6,0.59,0.6,0.63,0.66,0.66,0.72,0.67,0.69,0.6,0.59,0.6,0.61,0.64,0.67,0.67,0.72,0.67,0.7,0.55,0.55,0.56,0.57,0.59,0.65,0.63,0.7,0.64,0.67,0.61,0.59,0.59,0.59,0.61,0.66,0.65,0.72,0.67,0.68,0.53,0.52,0.51,0.5,0.51,0.55,0.57,0.57,0.57,0.61,0.49,0.49,0.48,0.48,0.5,0.5,0.53,0.54,0.54,0.58
45,0.54,0.53,0.55,0.56,0.58,0.6,0.57,0.64,0.58,0.63,0.49,0.5,0.52,0.53,0.55,0.58,0.55,0.63,0.57,0.62,0.44,0.44,0.45,0.46,0.47,0.52,0.48,0.58,0.51,0.58,0.54,0.52,0.52,0.52,0.55,0.6,0.57,0.64,0.59,0.64,0.6,0.6,0.59,0.6,0.63,0.66,0.65,0.7,0.66,0.68,0.6,0.59,0.6,0.61,0.64,0.67,0.66,0.71,0.67,0.7,0.56,0.55,0.56,0.57,0.59,0.65,0.63,0.69,0.64,0.67,0.61,0.59,0.59,0.59,0.61,0.66,0.65,0.7,0.67,0.68,0.53,0.52,0.51,0.51,0.52,0.56,0.57,0.57,0.57,0.61,0.49,0.49,0.48,0.48,0.5,0.5,0.53,0.53,0.54,0.58
46,0.54,0.53,0.55,0.56,0.57,0.6,0.56,0.62,0.58,0.62,0.49,0.5,0.51,0.53,0.54,0.58,0.54,0.6,0.56,0.62,0.44,0.44,0.44,0.46,0.47,0.51,0.47,0.55,0.5,0.58,0.53,0.52,0.52,0.52,0.55,0.59,0.56,0.61,0.58,0.64,0.61,0.61,0.6,0.61,0.64,0.66,0.65,0.69,0.66,0.68,0.61,0.6,0.6,0.61,0.64,0.67,0.66,0.7,0.66,0.69,0.56,0.56,0.57,0.57,0.6,0.65,0.63,0.68,0.63,0.67,0.61,0.59,0.59,0.6,0.6,0.65,0.64,0.69,0.66,0.68,0.54,0.53,0.52,0.51,0.52,0.56,0.57,0.57,0.58,0.61,0.5,0.5,0.49,0.48,0.5,0.49,0.52,0.53,0.53,0.58
47,0.53,0.53,0.54,0.55,0.57,0.59,0.55,0.59,0.57,0.62,0.48,0.49,0.51,0.52,0.54,0.57,0.53,0.58,0.55,0.61,0.44,0.44,0.44,0.45,0.47,0.51,0.45,0.52,0.49,0.57,0.53,0.52,0.52,0.52,0.55,0.59,0.55,0.59,0.57,0.63,0.61,0.61,0.6,0.61,0.64,0.66,0.64,0.67,0.65,0.67,0.61,0.6,0.6,0.61,0.64,0.67,0.65,0.68,0.66,0.69,0.57,0.56,0.57,0.57,0.6,0.65,0.63,0.66,0.63,0.67,0.61,0.59,0.59,0.6,0.6,0.65,0.64,0.67,0.66,0.68,0.54,0.53,0.52,0.52,0.53,0.57,0.57,0.57,0.58,0.61,0.5,0.5,0.49,0.48,0.5,0.49,0.52,0.52,0.53,0.58
48,0.53,0.52,0.54,0.55,0.57,0.59,0.54,0.57,0.56,0.62,0.47,0.49,0.51,0.52,0.54,0.57,0.52,0.56,0.54,0.61,0.43,0.43,0.44,0.44,0.46,0.51,0.43,0.49,0.48,0.57,0.53,0.51,0.51,0.51,0.54,0.59,0.54,0.57,0.56,0.63,0.61,0.61,0.6,0.61,0.64,0.65,0.64,0.65,0.65,0.67,0.61,0.6,0.6,0.61,0.64,0.67,0.65,0.67,0.66,0.69,0.57,0.56,0.57,0.58,0.6,0.66,0.62,0.65,0.63,0.67,0.61,0.59,0.59,0.6,0.6,0.65,0.63,0.65,0.65,0.67,0.55,0.54,0.53,0.53,0.53,0.57,0.57,0.57,0.58,0.62,0.5,0.5,0.49,0.48,0.5,0.49,0.51,0.51,0.52,0.57
49,0.52,0.52,0.53,0.54,0.56,0.58,0.53,0.55,0.55,0.61,0.46,0.48,0.5,0.51,0.53,0.56,0.51,0.53,0.53,0.6,0.43,0.43,0.43,0.43,0.46,0.5,0.42,0.46,0.47,0.56,0.52,0.51,0.51,0.51,0.54,0.58,0.53,0.54,0.55,0.62,0.61,0.61,0.6,0.61,0.64,0.65,0.63,0.64,0.64,0.66,0.61,0.6,0.6,0.61,0.64,0.67,0.64,0.66,0.65,0.69,0.58,0.57,0.58,0.58,0.6,0.66,0.62,0.64,0.62,0.67,0.61,0.59,0.59,0.6,0.6,0.65,0.62,0.64,0.64,0.67,0.56,0.55,0.54,0.54,0.54,0.58,0.57,0.57,0.58,0.62,0.5,0.5,0.49,0.48,0.5,0.48,0.5,0.5,0.51,0.57
50,0.52,0.52,0.53,0.54,0.56,0.58,0.53,0.54,0.55,0.61,0.45,0.48,0.5,0.51,0.53,0.56,0.51,0.52,0.53,0.6,0.43,0.43,0.43,0.43,0.46,0.5,0.41,0.44,0.46,0.56,0.52,0.51,0.51,0.51,0.54,0.58,0.52,0.53,0.55,0.62,0.61,0.61,0.6,0.61,0.64,0.65,0.63,0.63,0.64,0.66,0.61,0.6,0.6,0.61,0.64,0.67,0.64,0.65,0.65,0.69,0.58,0.57,0.58,0.58,0.6,0.66,0.62,0.63,0.62,0.67,0.61,0.59,0.59,0.6,0.6,0.65,0.62,0.63,0.64,0.67,0.56,0.55,0.54,0.54,0.54,0.58,0.57,0.57,0.58,0.62,0.5,0.5,0.49,0.48,0.5,0.48,0.5,0.5,0.51,0.57
51,0.51,0.51,0.52,0.53,0.56,0.57,0.52,0.53,0.54,0.6,0.44,0.47,0.49,0.5,0.52,0.55,0.5,0.51,0.52,0.59,0.42,0.42,0.42,0.42,0.46,0.5,0.4,0.43,0.45,0.55,0.51,0.5,0.5,0.5,0.53,0.57,0.51,0.52,0.54,0.61,0.6,0.6,0.59,0.6,0.63,0.64,0.62,0.62,0.63,0.65,0.6,0.59,0.59,0.6,0.63,0.66,0.63,0.64,0.64,0.68,0.57,0.56,0.57,0.57,0.59,0.65,0.61,0.62,0.61,0.66,0.6,0.58,0.58,0.59,0.59,0.64,0.61,0.62,0.63,0.66,0.55,0.54,0.53,0.53,0.53,0.57,0.56,0.56,0.57,0.61,0.5,0.49,0.49,0.48,0.5,0.47,0.49,0.5,0.51,0.57
52,0.51,0.51,0.52,0.52,0.55,0.57,0.52,0.53,0.54,0.6,0.43,0.46,0.48,0.49,0.52,0.55,0.49,0.5,0.51,0.58,0.41,0.41,0.41,0.41,0.45,0.49,0.39,0.42,0.44,0.54,0.5,0.49,0.49,0.49,0.53,0.57,0.5,0.52,0.53,0.6,0.59,0.59,0.58,0.59,0.62,0.63,0.61,0.61,0.62,0.64,0.59,0.58,0.58,0.59,0.62,0.65,0.62,0.63,0.63,0.67,0.56,0.55,0.56,0.56,0.58,0.64,0.6,0.61,0.6,0.65,0.59,0.57,0.57,0.58,0.58,0.63,0.6,0.61,0.62,0.66,0.54,0.53,0.53,0.52,0.53,0.57,0.55,0.56,0.57,0.61,0.49,0.49,0.49,0.48,0.5,0.47,0.49,0.5,0.5,0.56
53,0.5,0.51,0.52,0.52,0.55,0.57,0.51,0.53,0.53,0.59,0.42,0.45,0.47,0.48,0.51,0.54,0.48,0.5,0.5,0.57,0.4,0.4,0.4,0.4,0.45,0.49,0.38,0.42,0.43,0.54,0.5,0.48,0.48,0.48,0.53,0.56,0.5,0.51,0.53,0.6,0.58,0.58,0.57,0.58,0.61,0.62,0.6,0.6,0.61,0.64,0.58,0.57,0.57,0.58,0.62,0.65,0.61,0.62,0.62,0.66,0.55,0.54,0.55,0.55,0.58,0.63,0.59,0.6,0.6,0.64,0.59,0.57,0.57,0.57,0.57,0.63,0.6,0.61,0.62,0.65,0.54,0.53,0.52,0.52,0.52,0.57,0.55,0.56,0.56,0.61,0.49,0.49,0.49,0.48,0.5,0.46,0.48,0.5,0.5,0.56
54,0.5,0.5,0.51,0.51,0.55,0.56,0.51,0.52,0.53,0.59,0.41,0.44,0.46,0.48,0.51,0.54,0.47,0.49,0.5,0.56,0.39,0.39,0.39,0.4,0.45,0.49,0.38,0.41,0.43,0.53,0.49,0.47,0.48,0.48,0.52,0.56,0.49,0.51,0.52,0.59,0.57,0.57,0.56,0.57,0.6,0.62,0.59,0.59,0.6,0.63,0.58,0.57,0.57,0.58,0.61,0.64,0.61,0.62,0.62,0.65,0.55,0.54,0.54,0.55,0.57,0.63,0.58,0.6,0.59,0.64,0.58,0.56,0.56,0.57,0.57,0.62,0.59,0.6,0.61,0.65,0.53,0.52,0.52,0.51,0.52,0.56,0.54,0.55,0.56,0.6,0.49,0.48,0.48,0.47,0.49,0.46,0.48,0.49,0.5,0.56
55,0.49,0.5,0.51,0.51,0.55,0.56,0.5,0.52,0.52,0.58,0.4,0.43,0.45,0.47,0.5,0.53,0.46,0.49,0.49,0.55,0.38,0.38,0.38,0.39,0.45,0.49,0.37,0.41,0.42,0.53,0.49,0.46,0.47,0.47,0.52,0.55,0.49,0.5,0.52,0.59,0.56,0.56,0.55,0.56,0.59,0.61,0.58,0.58,0.59,0.63,0.57,0.56,0.56,0.57,0.61,0.64,0.6,0.61,0.61,0.64,0.54,0.53,0.53,0.54,0.57,0.62,0.57,0.59,0.59,0.63,0.58,0.56,0.56,0.56,0.56,0.62,0.59,0.6,0.61,0.64,0.53,0.52,0.51,0.51,0.51,0.56,0.54,0.55,0.55,0.6,0.49,0.48,0.48,0.47,0.49,0.45,0.47,0.49,0.5,0.56
56,0.49,0.5,0.51,0.5,0.54,0.56,0.5,0.52,0.52,0.58,0.39,0.42,0.44,0.46,0.5,0.53,0.45,0.48,0.48,0.54,0.37,0.37,0.37,0.38,0.44,0.48,0.36,0.4,0.41,0.52,0.48,0.45,0.46,0.46,0.52,0.55,0.48,0.5,0.51,0.58,0.55,0.55,0.54,0.55,0.58,0.6,0.57,0.57,0.58,0.62,0.56,0.55,0.55,0.56,0.6,0.63,0.59,0.6,0.6,0.63,0.53,0.52,0.52,0.53,0.56,0.61,0.56,0.58,0.58,0.62,0.57,0.55,0.55,0.55,0.55,0.61,0.58,0.59,0.6,0.64,0.52,0.51,0.51,0.5,0.51,0.56,0.53,0.55,0.55,0.6,0.48,0.48,0.48,0.47,0.49,0.45,0.47,0.49,0.49,0.55
57,0.48,0.49,0.5,0.49,0.54,0.55,0.49,0.51,0.51,0.57,0.38,0.41,0.44,0.46,0.49,0.52,0.45,0.47,0.48,0.54,0.36,0.36,0.37,0.38,0.44,0.48,0.36,0.39,0.41,0.51,0.47,0.45,0.46,0.46,0.51,0.54,0.47,0.49,0.5,0.57,0.54,0.54,0.54,0.54,0.58,0.6,0.56,0.57,0.57,0.61,0.56,0.55,0.55,0.56,0.59,0.62,0.59,0.6,0.6,0.63,0.53,0.52,0.52,0.53,0.55,0.61,0.56,0.58,0.57,0.62,0.56,0.54,0.54,0.55,0.55,0.6,0.57,0.58,0.59,0.63,0.51,0.5,0.5,0.49,0.5,0.55,0.52,0.54,0.54,0.59,0.48,0.47,0.48,0.47,0.49,0.44,0.46,0.49,0.49,0.55
58,0.48,0.49,0.5,0.49,0.54,0.55,0.49,0.51,0.51,0.57,0.37,0.4,0.43,0.45,0.49,0.52,0.44,0.47,0.47,0.53,0.35,0.35,0.36,0.37,0.44,0.48,0.35,0.39,0.4,0.51,0.47,0.44,0.45,0.45,0.51,0.54,0.47,0.49,0.5,0.57,0.53,0.53,0.53,0.53,0.57,0.59,0.55,0.56,0.56,0.61,0.55,0.54,0.54,0.55,0.59,0.62,0.58,0.59,0.59,0.62,0.52,0.51,0.51,0.52,0.55,0.6,0.55,0.57,0.57,0.61,0.56,0.54,0.54,0.54,0.54,0.6,0.57,0.58,0.59,0.63,0.51,0.5,0.5,0.49,0.5,0.55,0.52,0.54,0.54,0.59,0.48,0.47,0.48,0.47,0.49,0.44,0.46,0.49,0.49,0.55
59,0.48,0.49,0.5,0.49,0.54,0.55,0.49,0.51,0.51,0.57,0.37,0.4,0.43,0.44,0.49,0.52,0.43,0.46,0.47,0.53,0.35,0.34,0.36,0.36,0.44,0.48,0.35,0.38,0.41,0.51,0.47,0.44,0.45,0.44,0.51,0.54,0.47,0.49,0.5,0.57,0.54,0.53,0.54,0.54,0.58,0.6,0.56,0.57,0.57,0.61,0.55,0.53,0.54,0.54,0.59,0.62,0.57,0.59,0.59,0.61,0.52,0.51,0.51,0.52,0.55,0.6,0.55,0.57,0.57,0.61,0.56,0.54,0.54,0.54,0.54,0.6,0.57,0.58,0.59,0.63,0.51,0.5,0.5,0.49,0.5,0.55,0.52,0.54,0.54,0.59,0.48,0.47,0.48,0.46,0.49,0.44,0.46,0.49,0.49,0.55
60,0.48,0.48,0.5,0.48,0.53,0.55,0.49,0.5,0.52,0.57,0.36,0.39,0.43,0.43,0.48,0.51,0.43,0.46,0.48,0.53,0.35,0.34,0.35,0.35,0.43,0.47,0.34,0.38,0.42,0.51,0.47,0.43,0.45,0.44,0.51,0.54,0.46,0.48,0.51,0.57,0.55,0.54,0.54,0.54,0.58,0.6,0.56,0.57,0.58,0.62,0.54,0.53,0.54,0.54,0.58,0.61,0.56,0.58,0.59,0.61,0.52,0.51,0.52,0.52,0.55,0.6,0.55,0.57,0.58,0.61,0.57,0.54,0.55,0.54,0.54,0.6,0.57,0.59,0.6,0.63,0.51,0.49,0.5,0.49,0.5,0.54,0.52,0.54,0.54,0.59,0.48,0.46,0.48,0.46,0.49,0.43,0.46,0.49,0.5,0.55
61,0.48,0.48,0.5,0.48,0.53,0.55,0.49,0.5,0.52,0.57,0.36,0.39,0.43,0.41,0.48,0.51,0.42,0.45,0.48,0.53,0.35,0.33,0.35,0.35,0.43,0.47,0.34,0.37,0.42,0.51,0.47,0.43,0.45,0.43,0.51,0.54,0.46,0.48,0.51,0.57,0.55,0.54,0.55,0.55,0.59,0.61,0.57,0.58,0.58,0.62,0.54,0.52,0.54,0.53,0.58,0.61,0.56,0.58,0.59,0.6,0.52,0.51,0.52,0.52,0.55,0.6,0.55,0.57,0.58,0.61,0.57,0.54,0.55,0.54,0.54,0.6,0.57,0.59,0.6,0.63,0.51,0.49,0.5,0.49,0.5,0.54,0.52,0.54,0.54,0.59,0.48,0.46,0.48,0.45,0.49,0.43,0.46,0.49,0.5,0.55
62,0.47,0.47,0.49,0.47,0.53,0.55,0.48,0.5,0.52,0.56,0.36,0.38,0.42,0.4,0.48,0.51,0.41,0.45,0.48,0.53,0.34,0.32,0.35,0.34,0.43,0.47,0.33,0.36,0.43,0.51,0.47,0.42,0.45,0.43,0.5,0.53,0.46,0.47,0.51,0.56,0.56,0.55,0.56,0.55,0.6,0.61,0.57,0.59,0.59,0.63,0.54,0.52,0.53,0.53,0.57,0.6,0.55,0.57,0.58,0.6,0.53,0.51,0.52,0.51,0.56,0.59,0.56,0.57,0.58,0.61,0.57,0.54,0.55,0.54,0.55,0.61,0.58,0.59,0.61,0.64,0.51,0.49,0.51,0.48,0.5,0.54,0.52,0.53,0.55,0.58,0.48,0.45,0.47,0.45,0.48,0.43,0.46,0.48,0.5,0.54
63,0.47,0.47,0.49,0.47,0.53,0.55,0.48,0.5,0.52,0.56,0.36,0.38,0.42,0.39,0.48,0.51,0.41,0.44,0.48,0.53,0.34,0.32,0.35,0.33,0.43,0.47,0.33,0.36,0.44,0.51,0.47,0.42,0.45,0.42,0.5,0.53,0.46,0.47,0.51,0.56,0.57,0.55,0.56,0.56,0.6,0.62,0.58,0.59,0.6,0.63,0.54,0.51,0.53,0.52,0.57,0.6,0.54,0.57,0.58,0.59,0.53,0.51,0.52,0.51,0.56,0.59,0.56,0.57,0.58,0.61,0.57,0.54,0.55,0.54,0.55,0.61,0.58,0.59,0.61,0.64,0.51,0.49,0.51,0.48,0.5,0.54,0.52,0.53,0.55,0.58,0.48,0.45,0.47,0.44,0.48,0.43,0.46,0.48,0.5,0.54
64,0.47,0.47,0.49,0.47,0.52,0.55,0.48,0.49,0.53,0.56,0.35,0.38,0.42,0.38,0.47,0.5,0.4,0.44,0.49,0.53,0.34,0.31,0.34,0.32,0.42,0.46,0.33,0.35,0.45,0.51,0.47,0.42,0.45,0.42,0.5,0.53,0.45,0.47,0.52,0.56,0.58,0.55,0.57,0.56,0.61,0.62,0.58,0.6,0.61,0.63,0.53,0.51,0.53,0.52,0.57,0.6,0.53,0.57,0.58,0.59,0.53,0.51,0.53,0.51,0.56,0.59,0.56,0.57,0.59,0.61,0.58,0.54,0.56,0.54,0.55,0.61,0.58,0.6,0.61,0.64,0.51,0.48,0.51,0.48,0.5,0.53,0.52,0.53,0.55,0.58,0.48,0.45,0.47,0.44,0.48,0.42,0.46,0.48,0.51,0.54
65,0.47,0.46,0.49,0.46,0.52,0.55,0.48,0.49,0.53,0.56,0.35,0.37,0.42,0.37,0.47,0.5,0.4,0.43,0.49,0.53,0.34,0.31,0.34,0.32,0.42,0.46,0.32,0.35,0.45,0.51,0.47,0.41,0.45,0.41,0.5,0.53,0.45,0.46,0.52,0.56,0.58,0.56,0.57,0.57,0.61,0.63,0.59,0.6,0.61,0.64,0.53,0.5,0.53,0.51,0.56,0.59,0.53,0.56,0.58,0.58,0.53,0.51,0.53,0.51,0.56,0.59,0.56,0.57,0.59,0.61,0.58,0.54,0.56,0.54,0.55,0.61,0.58,0.6,0.62,0.64,0.51,0.48,0.51,0.48,0.5,0.53,0.52,0.53,0.55,0.58,0.48,0.44,0.47,0.43,0.48,0.42,0.46,0.48,0.51,0.54
66,0.47,0.46,0.49,0.46,0.52,0.55,0.48,0.49,0.53,0.56,0.35,0.37,0.42,0.36,0.47,0.5,0.39,0.43,0.49,0.53,0.34,0.3,0.34,0.31,0.42,0.46,0.32,0.34,0.46,0.51,0.47,0.41,0.45,0.41,0.5,0.53,0.45,0.46,0.52,0.56,0.59,0.56,0.58,0.57,0.62,0.63,0.59,0.61,0.62,0.64,0.53,0.5,0.53,0.51,0.56,0.59,0.52,0.56,0.58,0.58,0.53,0.51,0.53,0.51,0.56,0.59,0.56,0.57,0.59,0.61,0.58,0.54,0.56,0.54,0.55,0.61,0.58,0.6,0.62,0.64,0.51,0.48,0.51,0.48,0.5,0.53,0.52,0.53,0.55,0.58,0.48,0.44,0.47,0.43,0.48,0.42,0.46,0.48,0.51,0.54
